Frequency Hz,Permittivity,Elec. Cond. (S/m)
3188800000000,4.049120597,52.77029543
3208600000000,4.048837095,52.80356582
3228400000000,4.048557017,52.83664877
3248200000000,4.048280298,52.86954649
3268000000000,4.048006879,52.90226118
3287800000000,4.0477367,52.93479495
3307600000000,4.047469702,52.96714992
3327400000000,4.047205829,52.99932814
3347200000000,4.046945025,53.03133164
3367000000000,4.046687237,53.06316241
3386800000000,4.046432412,53.09482241
3406600000000,4.046180498,53.12631356
3426400000000,4.045931445,53.15763775
3446200000000,4.045685203,53.18879684
3466000000000,4.045441725,53.21979265
3485800000000,4.045200963,53.25062699
3505600000000,4.044962872,53.28130161
3525400000000,4.044727407,53.31181826
3545200000000,4.044494524,53.34217864
3565000000000,4.04426418,53.37238444
3584800000000,4.044036333,53.4024373
3604600000000,4.043810942,53.43233885
3624400000000,4.043587968,53.46209069
3644200000000,4.04336737,53.4916944
3664000000000,4.043149111,53.52115152
3683800000000,4.042933152,53.55046357
3703600000000,4.042719458,53.57963207
3723400000000,4.042507991,53.60865848
3743200000000,4.042298718,53.63754426
3763000000000,4.042091603,53.66629083
3782800000000,4.041886613,53.69489962
3802600000000,4.041683715,53.723372
3822400000000,4.041482876,53.75170934
3842200000000,4.041284065,53.77991299
3862000000000,4.041087251,53.80798427
3881800000000,4.040892403,53.83592448
3901600000000,4.040699491,53.86373492
3921400000000,4.040508487,53.89141685
3941200000000,4.040319361,53.91897151
3961000000000,4.040132087,53.94640013
3980800000000,4.039946635,53.97370394
4000600000000,4.03976298,54.00088411
4020400000000,4.039581095,54.02794182
4040200000000,4.039400954,54.05487825
4060000000000,4.039222532,54.08169452
4079800000000,4.039045804,54.10839176
4099600000000,4.038870746,54.13497109
4119400000000,4.038697333,54.16143359
4139200000000,4.038525542,54.18778035
4159000000000,4.03835535,54.21401243
4178800000000,4.038186735,54.24013089
4198600000000,4.038019675,54.26613674
4218400000000,4.037854147,54.29203102
4238200000000,4.03769013,54.31781473
4258000000000,4.037527604,54.34348886
4277800000000,4.037366548,54.3690544
4297600000000,4.037206942,54.3945123
4317400000000,4.037048766,54.41986352
4337200000000,4.036892,54.445109
4357000000000,4.036736625,54.47024966
4376800000000,4.036582623,54.49528642
4396600000000,4.036429976,54.52022019
4416400000000,4.036278665,54.54505185
4436200000000,4.036128672,54.56978229
4456000000000,4.035979981,54.59441236
4475800000000,4.035832573,54.61894293
4495600000000,4.035686432,54.64337484
4515400000000,4.035541542,54.66770893
4535200000000,4.035397887,54.69194602
4555000000000,4.03525545,54.71608692
4574800000000,4.035114215,54.74013243
4594600000000,4.034974168,54.76408335
4614400000000,4.034835293,54.78794046
4634200000000,4.034697575,54.81170453
4654000000000,4.034561,54.83537633
4673800000000,4.034425554,54.8589566
4693600000000,4.034291221,54.8824461
4713400000000,4.034157988,54.90584555
4733200000000,4.034025842,54.92915569
4753000000000,4.03389477,54.95237722
4772800000000,4.033764757,54.97551087
4792600000000,4.03363579,54.99855732
4812400000000,4.033507858,55.02151727
4832200000000,4.033380948,55.0443914
4852000000000,4.033255046,55.06718039
4871800000000,4.033130141,55.08988489
4891600000000,4.033006222,55.11250559
4911400000000,4.032883275,55.13504311
4931200000000,4.03276129,55.1574981
4951000000000,4.032640255,55.17987121
4970800000000,4.032520159,55.20216306
4990600000000,4.032400991,55.22437426
5010400000000,4.03228274,55.24650544
5030200000000,4.032165394,55.2685572
5050000000000,4.032048945,55.29053014
5069800000000,4.031933381,55.31242485
5089600000000,4.031818692,55.33424191
5109400000000,4.031704868,55.35598191
5129200000000,4.031591899,55.37764543
5149000000000,4.031479776,55.39923301
5168800000000,4.031368488,55.42074523
5188600000000,4.031258027,55.44218264
5208400000000,4.031148382,55.46354579
5228200000000,4.031039546,55.48483521
5248000000000,4.030931508,55.50605145
5267800000000,4.03082426,55.52719502
5287600000000,4.030717793,55.54826647
5307400000000,4.030612099,55.56926629
5327200000000,4.030507168,55.59019501
5347000000000,4.030402993,55.61105313
5366800000000,4.030299565,55.63184115
5386600000000,4.030196877,55.65255957
5406400000000,4.03009492,55.67320888
5426200000000,4.029993685,55.69378957
5446000000000,4.029893167,55.71430211
5465800000000,4.029793356,55.73474697
5485600000000,4.029694245,55.75512463
5505400000000,4.029595827,55.77543556
5525200000000,4.029498094,55.79568021
5545000000000,4.02940104,55.81585903
5564800000000,4.029304656,55.83597249
5584600000000,4.029208936,55.85602102
5604400000000,4.029113873,55.87600506
5624200000000,4.029019461,55.89592505
5644000000000,4.028925692,55.91578143
5663800000000,4.028832559,55.93557462
5683600000000,4.028740057,55.95530504
5703400000000,4.028648178,55.97497311
5723200000000,4.028556916,55.99457926
5743000000000,4.028466266,56.01412388
5762800000000,4.02837622,56.03360738
5782600000000,4.028286773,56.05303017
5802400000000,4.028197918,56.07239264
5822200000000,4.028109651,56.0916952
5842000000000,4.028021963,56.11093822
5861800000000,4.027934851,56.1301221
5881600000000,4.027848308,56.14924721
5901400000000,4.027762328,56.16831395
5921200000000,4.027676907,56.18732267
